uid;name;nodes;ways;relations
"1731825";"HaBaxTe";"14";"1";"0"
"12385837";"tarot8855";"14";"6";"0"
"562236";"ivanmfan";"14";"1";"0"
"9405562";"ALEKSEY221";"14";"3";"0"
"6126751";"Андрей Истомин";"14";"1";"0"
"4803528";"Eva Blue";"14";"3";"0"
"1598331";"Bilyji";"14";"1";"0"
"236486";"Velox";"14";"4";"0"
"9513604";"Shah4u2";"14";"2";"0"
"3430525";"Богдан Сидоренко";"14";"4";"0"
"10221983";"Artemii158";"14";"3";"0"
"7589367";"Christina Crupa";"14";"3";"0"
"13642338";"MouseTrail";"14";"0";"0"
"2694067";"Teiron";"14";"8";"0"
"3362937";"EgorV88";"14";"3";"0"
"10615590";"OleksandrKh";"14";"0";"0"
"2855947";"OlegDOC";"14";"6";"0"
"11716773";"СергейТН";"14";"4";"0"
"1860863";"egyarr";"14";"0";"0"
"2444060";"Hopter";"14";"2";"0"
"1714220";"luschi";"14";"3";"1"
"4926324";"Jordi AB";"14";"0";"0"
"10117642";"losowsky";"14";"0";"0"
"500544";"vanyasmart";"14";"0";"0"
"3820361";"Игорь_";"14";"0";"0"
"990507";"Лакрос";"14";"0";"0"
"3788780";"Lyapun";"14";"2";"0"
"10007893";"Monterovod";"14";"3";"0"
"5650953";"Rudeichuk";"14";"0";"0"
"606538";"Mircea Toader";"14";"0";"0"
"1897836";"SpaceTurtle";"14";"3";"0"
"277726";"dnikitin";"14";"0";"0"
"2932579";"Uzverg";"14";"10";"0"
"12474348";"kknyazz";"14";"1";"0"
"6347173";"Ігор Любченко";"14";"3";"0"
"4583675";"nord69";"14";"0";"0"
"10776725";"Dmitriy Dubovoy";"14";"0";"0"
"11125068";"nikon13hohol";"14";"3";"0"
"4476385";"Electrozx";"14";"0";"0"
"1219875";"Theodin";"14";"17";"0"
"1836467";"affectiosus";"14";"0";"0"
"5248659";"Oleksandr Mel'nyk";"14";"0";"0"
"3940397";"thumenyuk21";"14";"6";"0"
"4263465";"tvkolomits";"14";"3";"0"
"2504846";"SergSoft";"14";"0";"0"
"2984545";"Oleg G";"14";"3";"0"
"9395138";"bcmlit";"14";"0";"0"
"5044175";"sanyazelinsky";"14";"1";"1"
"1929925";"kolesnikden";"14";"1";"0"
"8875421";"Boldovskiy Evgeniy";"14";"0";"0"
"34254";"vovsad";"14";"0";"0"
"11315183";"Donate684";"14";"1";"0"
"12747161";"Zoya_Sviat";"14";"0";"0"
"8256967";"Андрій Андрей";"14";"0";"0"
"6847670";"Саня Шибаров";"14";"0";"0"
"459237";"dehade";"14";"5";"0"
"9202720";"sorokdva";"14";"80";"0"
"8483876";"Polianskaja_Olivia";"14";"4";"0"
"4138100";"borninussr";"14";"2";"0"
"5292076";"Ihor Yahubets";"14";"3";"0"
"10104918";"molchun";"14";"1";"0"
"4820544";"Розсоха Борис";"14";"1";"0"
"2241553";"Ghitza Cliveti";"13";"1";"0"
"1357731";"Strannik_ua";"13";"0";"0"
"2271251";"Nariman333";"13";"5";"0"
"3741297";"tigra2k";"13";"4";"0"
"904451";"squeller";"13";"4";"0"
"544508";"kdorofeev";"13";"3";"0"
"10168029";"Vitalik m";"13";"0";"0"
"12325231";"Aleksandr Sto";"13";"3";"0"
"8394906";"LEO1234567899";"13";"0";"0"
"3379098";"ruzhytskyi";"13";"1";"0"
"2587909";"Ylya123";"13";"3";"0"
"7589735";"ewige";"13";"2";"0"
"8382742";"Andrew Tulenev";"13";"1";"0"
"4750844";"MAKSYM PRONCHAKOV";"13";"2";"0"
"4619212";"Иван Карпович";"13";"2";"0"
"407252";"sizick";"13";"1";"0"
"10075923";"Dmytro Vitrenko";"13";"2";"0"
"7461082";"vinnytsia";"13";"5";"0"
"2175149";"hesdrib";"13";"0";"0"
"6841743";"Интерьер-Сервис";"13";"2";"0"
"11941834";"Angele jello";"13";"3";"0"
"4575825";"Евгений Халин";"13";"8";"0"
"6805371";"Łukasz | Yanosik";"13";"1";"1"
"4178836";"user_4178836";"13";"0";"0"
"6809439";"Vector2202";"13";"7";"0"
"3805282";"Дмитрий Лопатин";"13";"3";"0"
"500572";"yopaseopor";"13";"0";"0"
"12599446";"Did_vidun";"13";"0";"0"
"10706867";"skybit";"13";"0";"0"
"762122";"alexeyx7";"13";"0";"0"
"377148";"Grey Teardrop";"13";"0";"0"
"170666";"Kolesár";"13";"1";"0"
"11445417";"Vitaliy Nahaylo";"13";"0";"0"
"478537";"Shenja Sosna";"13";"0";"0"
"7009958";"KartoSliwka";"13";"5";"0"
"2467534";"nishebrodov";"13";"0";"0"
"3119552";"Doncode Sergey";"13";"2";"0"
"10888725";"AoosVjosee";"13";"8";"2"
"2249743";"Marc le Grand";"13";"5";"0"
"542483";"Евгений Волосевич";"13";"0";"0"
"5717866";"Анатолий Арминов";"13";"0";"0"
"6719766";"Druzhba";"13";"11";"0"
"9587306";"denis2020";"13";"3";"0"
"1880588";"vova677583359";"13";"1";"0"
"4458082";"Паша Гринь";"13";"0";"0"
"10166905";"Олександр Лук'янець";"13";"2";"0"
"1874844";"Bosch Service";"13";"1";"0"
"197647";"FlyTroll";"13";"0";"0"
"9455984";"vovas66";"13";"22";"0"
"454597";"w1ne";"13";"0";"0"
"10268994";"Alen Wolker";"13";"11";"0"
"2146423";"adi_z";"13";"0";"0"
"4788";"hanoj";"13";"6";"0"
"4661220";"Yandik";"13";"3";"0"
"138695";"PASTor";"13";"5";"0"
"4605737";"Константин Тетюев";"13";"28";"0"
"9935880";"V1kt0rr";"13";"3";"0"
"33537";"olebedyn";"13";"11";"0"
"7674551";"irum4_";"13";"5";"0"
"9151107";"Олександр Гончарук";"13";"0";"0"
"3510097";"s1d318";"13";"3";"0"
"12740625";"Redstoun1234";"13";"1";"0"
"1305318";"yushchenko_vlad";"13";"0";"0"
"6287201";"aleksandralozovaya";"13";"3";"0"
"8432562";"lupakyura1989";"13";"0";"0"
"4274091";"Roman Savka";"13";"2";"0"
"6601636";"AirLexa";"13";"2";"0"
"868035";"Andrey Yaremenko";"13";"0";"0"
"12169583";"davidfaure_bot";"13";"1";"0"
"7493523";"przyjazny2";"13";"2";"0"
"1009003";"Viktor Sdobnikov";"13";"1";"0"
"11046876";"cserbalint";"13";"5";"1"
"10072260";"DocAlexey";"13";"0";"0"
"2452233";"Жмен";"13";"3";"0"
"3058662";"Ирина Сычева";"13";"8";"0"
"3859102";"Misha Fyrmanets";"13";"0";"0"
"12160483";"maddno";"13";"6";"0"
"188450";"gtalbot";"13";"8";"0"
"3099092";"NewOcean";"13";"0";"0"
"2013114";"bigdragon1977";"13";"3";"0"
"4383380";"Tom Verdum";"13";"0";"0"
"7150613";"RockyRacoon";"13";"4";"0"
"3244109";"Slava812";"13";"2";"0"
"63107";"brogo";"13";"8";"0"
"3378773";"Stikshot";"13";"0";"0"
"11179975";"aswinmohanda";"13";"4";"0"
"10710362";"Isaerf";"13";"7";"0"
"4442912";"Віталік М";"13";"0";"0"
"10334309";"Vitalii Dovhaniuk";"13";"0";"0"
"5601401";"Vladimir Korsunsky";"13";"3";"0"
"5515636";"Витя Прит";"13";"0";"0"
"9645335";"mfbehrens99";"13";"0";"0"
"5598743";"Ярослав Оденюк";"13";"5";"0"
"3293246";"TraphicKh";"13";"4";"0"
"1467676";"kmaw";"13";"1";"0"
"9401121";"anian_ihor";"13";"2";"1"
"4047773";"OatmealRaisin";"13";"2";"0"
"514779";"semyon";"13";"7";"0"
"8335";"UrSuS";"13";"0";"0"
"6217197";"Sasha Telyuk";"13";"1";"0"
"5607557";"KramZello";"13";"0";"0"
"13304032";"TerAndrew";"13";"117";"0"
"487377";"nice";"13";"0";"0"
"3782269";"Павел Комаров";"13";"0";"0"
"5629921";"James_Bobs";"13";"0";"0"
"24403";"Tomash Pilshchik";"13";"1";"0"
"11450468";"iloveflowwwers";"13";"0";"0"
"4296125";"Kovalsky911";"13";"0";"0"
"12859260";"Ludmula12";"13";"6";"1"
"1172431";"sam1988";"13";"0";"0"
"4012098";"Женя Хижняк";"13";"0";"0"
"4204489";"evdorado";"13";"1";"0"
"9082136";"B41P14A";"13";"8";"0"
"1938106";"l1x0";"13";"5";"0"
"1146324";"vavalexus";"13";"0";"0"
"6780798";"liopan2000";"13";"0";"0"
"9281299";"semspeed";"13";"1";"0"
"4571225";"Pavel Kkk";"13";"7";"0"
"3143249";"Артур Дёмин";"13";"3";"0"
"8670543";"TracyZ_A";"13";"5";"0"
"4177617";"LocalMercator";"13";"3";"0"
"11910172";"Andruha2000228";"13";"8";"0"
"8046722";"Андрій1978";"13";"0";"0"
"13097605";"DVKov";"13";"0";"0"
"643999";"cucumber007";"13";"0";"0"
"8523833";"Immortalgenius";"13";"6";"3"
"4356572";"ohhai";"13";"0";"0"
"6974745";"MM_KE_MM";"13";"4";"3"
"389709";"Dmitrij5";"13";"1";"0"
"5059925";"Іван Петрук";"13";"0";"0"
"1772868";"vlaart";"13";"0";"0"
"10432898";"webmaster-45";"13";"6";"0"
"5449135";"Альберт Балтачев";"13";"0";"0"
"11973214";"andriy-k";"13";"9";"0"
"2847533";"kav_49";"13";"0";"0"
"1759163";"iso-lator";"13";"0";"0"
"2015224";"Jothirnadh";"13";"0";"0"
"1185826";"mich-u";"13";"4";"0"
"1139300";"YuretsUa";"13";"0";"0"
"12985447";"Kyl'sha";"13";"1";"0"
"1039284";"Maxbarbul";"13";"2";"0"
"11997000";"Costin Niculae";"13";"2";"0"
"186094";"bezzludivka";"13";"6";"1"
"643395";"Andrey Perevodchik";"13";"0";"0"
"2563737";"WandaN";"13";"0";"0"
"4791266";"Evpatoriya";"13";"0";"0"
"3365738";"djbodya";"13";"12";"0"
"8261838";"theruler1";"13";"7";"0"
"5792835";"Євген Кучма";"13";"10";"0"
"11207212";"ВВ ДРВ";"13";"0";"1"
"8492767";"Pelados";"13";"3";"0"
"10118951";"ычарвапрвпо";"13";"4";"0"
"3083120";"amoksilus";"13";"0";"0"
"425583";"Andriy Nasinnyk";"13";"0";"0"
"1595941";"marmyza";"13";"0";"0"
"4656805";"marcel7355";"13";"3";"0"
"4308455";"Pavlo 68";"13";"0";"0"
"10909380";"Valentine's";"13";"0";"0"
"10203718";"nhoi";"13";"7";"0"
"1570480";"uuof";"13";"0";"0"
"768940";"ftorss";"13";"2";"0"
"747905";"sensovision";"13";"0";"0"
"311453";"alvahtin";"13";"0";"0"
"5264634";"XAPTCK";"13";"0";"2"
"2501378";"stigzt";"13";"2";"0"
"4679289";"Natalad";"13";"4";"0"
"5029940";"Makaronich1";"13";"0";"0"
"742730";"VolodymyrB";"13";"1";"0"
"3009017";"Dem N";"13";"0";"0"
"10385031";"SergeyGrigorchuk";"13";"1";"0"
"287141";"sstar";"12";"0";"0"
"2805496";"Юрій Андрейчук";"12";"3";"0"
"2956694";"ap_design";"12";"0";"0"
"13436264";"Rynya";"12";"0";"0"
"90129";"ORuban";"12";"0";"0"
"11898526";"Extrimage";"12";"8";"0"
"1356693";"qclam";"12";"2";"0"
"9070810";"akaillidan";"12";"1";"0"
"8587823";"Greeik";"12";"1";"0"
"1905692";"Міша ТАКСІ СТ";"12";"0";"0"
"470034";"floscher";"12";"0";"0"
"4480802";"Klint Est";"12";"1";"0"
"5825854";"_Ronin_";"12";"0";"0"
"1228274";"Gagaryn";"12";"0";"0"
"8561326";"GabrielSalesforce";"12";"1";"0"
"8572694";"Petro Zhuk";"12";"1";"0"
"2044255";"uamonolit";"12";"0";"0"
"6653559";"Jeroen Jansen van Rosendaal";"12";"3";"0"
"10684616";"Fernanda Merino";"12";"25";"0"
"122824";"pigi";"12";"1";"0"
"9355250";"im_dron";"12";"3";"0"
"4929024";"Cip Ben";"12";"0";"0"
"9220523";"Ім'я";"12";"2";"0"
"5916250";"Володимир Шмєль";"12";"0";"0"
"6159065";"Urasik66";"12";"1";"0"
"1746784";"taxistandrey";"12";"28";"0"
"8434263";"Артем Артемчук";"12";"1";"0"
"7939479";"Nikita_TseTsoho";"12";"1";"0"
"9069880";"Dmytro Kurysh";"12";"6";"0"
"1367308";"Олексій Чайка";"12";"0";"0"
"556994";"aurelstanica";"12";"0";"0"
"10168535";"vladtsap";"12";"0";"0"
"3179445";"Kirchell";"12";"4";"9"
"4054066";"Yuriy Babiy";"12";"1";"1"
"1880341";"bah1tgul";"12";"1";"0"
"21323";"AE35";"12";"1";"0"
"10172574";"Krisztian Tompa";"12";"4";"0"
"3608746";"Андрей3003";"12";"0";"0"
"4733382";"Хоменко Юра";"12";"0";"0"
"10743553";"Equilibrium007";"12";"13";"0"
"1811738";"47NOE";"12";"3";"0"
"1853305";"tcykvin";"12";"10";"0"
"6110638";"Роман Баеш";"12";"5";"0"
"2541958";"jaks";"12";"5";"31"
"522464";"engine";"12";"0";"0"
"3426576";"dev4dev";"12";"6";"0"
"7548625";"siffash";"12";"1";"1"
"10588036";"vitalikshvarc";"12";"3";"0"
"9390222";"Svyatoslav D";"12";"0";"0"
"8925285";"eqwr112";"12";"3";"0"
"693908";"Chabior";"12";"0";"0"
"4594663";"THRASH1";"12";"3";"0"
"2828794";"Stahanov";"12";"0";"0"
"5017955";"Eugene_Maz";"12";"13";"0"
"4043746";"squidpickles";"12";"3";"0"
"12443891";"twentyfourseven";"12";"9";"0"
"2511778";"weberx";"12";"0";"0"
"1444416";"Walker2101";"12";"1";"0"
"3410442";"backtoroots";"12";"14";"0"
"2593876";"broomtulus";"12";"6";"4"
"1920502";"eltiren";"12";"0";"0"
"5388485";"Сергей Погребняк";"12";"1";"0"
"209668";"Tizianos";"12";"0";"0"
"1976356";"koalmat";"12";"1";"0"
"1798692";"hava";"12";"2";"0"
"1550659";"NickBull";"12";"1";"0"
"127017";"pumv";"12";"2";"0"
"3301691";"oproha";"12";"0";"0"
"8796736";"Всё о битбоксе";"12";"11";"0"
"4418977";"Nikita Orishyn";"12";"3";"0"
"8697844";"dragonsobko";"12";"1";"0"
"9139631";"dm1tr11";"12";"24";"0"
"65745";"leshii";"12";"2";"0"
"8172206";"oddaaron00";"12";"3";"0"
"10278237";"Lav93";"12";"3";"0"
"445131";"vajko1970";"12";"1";"3"
"11152074";"bohdan_vasilenko";"12";"4";"0"
"2153273";"FenixJeck";"12";"1";"0"
"4750872";"Seaenya";"12";"0";"0"
"5573703";"Alex Chikalov";"12";"3";"0"
"9437224";"Ranler";"12";"5";"0"
"13450789";"2tunnels";"12";"3";"0"
"3432054";"Denis  Volkhin";"12";"6";"0"
"8258576";"Slava Rebyak";"12";"96";"0"
"10208503";"Шумный";"12";"0";"0"
"3583831";"Feopro";"12";"0";"0"
"1803032";"urmit";"12";"1";"0"
"608476";"Geroin747";"12";"0";"0"
"13072375";"Яніна";"12";"15";"0"
"5357762";"АлександрФ";"12";"7";"0"
"6053789";"Vika Krut";"12";"0";"0"
"1737512";"Алексей Е";"12";"0";"0"
"10678758";"Denis Titarenko";"12";"1";"0"
"2059840";"Map Updater";"12";"1";"0"
"10310085";"Isobel Morgan-evans";"12";"73";"0"
"3222520";"Pinoller";"12";"2";"0"
"459331";"phd0";"12";"3";"0"
"596220";"BSMU";"12";"1";"0"
"5248640";"Макусий";"12";"1";"0"
"2548130";"Shamray";"12";"9";"0"
"12530409";"Sergiy Olexy";"12";"0";"0"
"2461707";"kentornos";"12";"2";"0"
"556456";"Serhiy Dmytrenko";"12";"0";"0"
"1903429";"Halicz";"12";"0";"0"
"2645568";"Antares01";"12";"0";"0"
"10180665";"lubademskaya";"12";"20";"0"
"8243996";"optimusprinceps";"12";"1";"0"
"324474";"yutik";"12";"0";"0"
"8495492";"videm";"12";"12";"0"
"10961919";"Alex Ace";"12";"1";"0"
"11572031";"Ден2066289";"12";"5";"0"
"4948476";"dbachko";"12";"1";"0"
"7034222";"Viktoriya_Onyshchuk";"12";"2";"0"
"268330";"Amorph";"12";"5";"0"
"4683488";"Kuzma198319";"12";"1";"0"
"2005597";"Tatoshko";"12";"0";"0"
"10864339";"Ярослав Вдовцов";"12";"4";"0"
"1459509";"RostM";"12";"2";"0"
"11934269";"Amdexpluat";"12";"3";"1"
"4854410";"Виктор Лукьянченко";"12";"5";"0"
"4803077";"Володя Рудик";"12";"0";"1"
"10127713";"SlavaMal";"12";"4";"0"
"2769764";"Michael Zelunskiy";"12";"2";"0"
"5605918";"ftaeml";"12";"2";"0"
"4365501";"Анатолій Межиєвський";"12";"0";"0"
"6382826";"Plota";"12";"2";"0"
"607913";"saturn-5";"12";"2";"0"
"4752997";"vadim-glock";"12";"1";"0"
"12948908";"nepezu";"12";"3";"0"
"175600";"grossing";"12";"0";"0"
"1967477";"bubix";"12";"3";"0"
"7688884";"Athoss16";"12";"1";"0"
"4802504";"Александр Корзун";"12";"0";"0"
"513328";"avicber";"12";"3";"0"
"425573";"Jute";"12";"0";"0"
"6105405";"rososchuk";"12";"1";"0"
"3615035";"punk-rock";"12";"4";"0"
"570437";"SviVas";"12";"3";"0"
"13086341";"Sahaydak";"12";"2";"0"
"12105612";"Evgensadagain";"12";"0";"0"
"899618";"maxromanov";"12";"0";"0"
"477490";"Demeo";"12";"6";"0"
"12754186";"SmartKindergarten";"12";"3";"0"
"1844400";"roamer1";"12";"0";"0"
"4355763";"ardyarde";"12";"4";"0"
"10190434";"Зенік";"12";"1";"0"
"12273538";"MOBILSHINA";"12";"3";"0"
"3492070";"Didgit81";"12";"6";"0"
"4340914";"Denisgv";"12";"3";"0"
"255936";"StenSoft";"12";"50";"22"
"8125067";"Tony&Jane Fomenok";"12";"2";"0"
"3768041";"Luxor_xlife";"12";"3";"0"
"4580539";"santaklaus833";"12";"0";"0"
"10176056";"Frezzi";"12";"1";"0"
"1877186";"vvpolishchuk";"12";"0";"0"
"2259835";"Valeriy Tseona";"12";"0";"0"
"689956";"qypchak";"12";"0";"0"
"2780489";"przyjaznyjakub";"12";"4";"0"
"2474047";"smirascs";"12";"1";"0"
"10715044";"Larysa2020";"12";"0";"0"
"8729584";"kartuz";"12";"1";"0"
"570388";"Олександр";"12";"0";"0"
"10346908";"RURUMINI";"12";"0";"0"
"8534454";"pasha8";"12";"3";"0"
"4417126";"Yaroslav Tkach";"12";"1";"0"
"7542230";"RestRoyally";"12";"1";"0"
"4037632";"Max-Cherkassy";"12";"0";"0"
"7313817";"Maka21";"12";"0";"0"
"6525050";"Oleg Voron";"12";"0";"0"
"1804753";"Oleh Herych";"12";"6";"4"
"5064164";"Ярослав Мусял";"12";"16";"0"
"175882";"MarcoR";"12";"16";"3"
"5709254";"7776";"12";"2";"0"
"10456057";"Helloars";"12";"2";"0"
"10042808";"Steel_123";"12";"8";"0"
"10228219";"Oleksandr Hrudetskyi";"12";"0";"0"
"11307110";"j-dreamer";"12";"0";"0"
"4005121";"MrAoen";"12";"0";"0"
"8603251";"Kravets_Serg";"12";"1";"0"
"9623423";"tkoval83osm";"12";"3";"0"
"2283019";"Невгод Данил";"12";"4";"0"
"5460767";"Elapsus";"12";"4";"0"
"5037714";"BaracudaSS";"12";"2";"0"
"2362961";"Uragan";"12";"37";"0"
"12382865";"Юрий-Фео";"12";"3";"0"
"4967226";"Viktor Viktorovi4";"12";"1";"0"
"1618377";"Alexandr Korkach";"12";"0";"0"
"7974456";"-aleksey-";"12";"94";"2"
"1175909";"koritan";"12";"0";"0"
"9086380";"Mrudul";"12";"8";"0"
"1913547";"Tiamate";"12";"9";"0"
"10297824";"ScuderiaF188";"12";"39";"14"
"12798972";"osipovaleks";"12";"5";"1"
"3787293";"Руслан Садовый";"12";"1";"0"
"641500";"kumoff";"12";"0";"0"
"363517";"NELC";"12";"1";"0"
"1305518";"oleg-skyline";"12";"0";"0"
"9006446";"Rost Firsikov";"12";"2";"0"
"1677735";"ValentinKo";"12";"1";"0"
"9169567";"Serge Sinoptik";"12";"0";"0"
"9178255";"Mila Kunis";"12";"1";"0"
"5168818";"Igor Sytnyk";"12";"0";"0"
"4799274";"Мисхорская гавань";"12";"8";"0"
"2812296";"Штрудель Васько";"12";"0";"0"
"4141100";"bavaria8874";"12";"0";"0"
"4602746";"Valentin Reznichenko";"12";"1";"0"
"6066583";"Sergi Skakun";"12";"17";"0"
"4641667";"Vasyl Polishchuk";"12";"4";"0"
"1909837";"sankam2008";"12";"0";"0"
"114605";"remizolya";"12";"0";"0"
"15141";"silpol";"12";"4";"0"
"8308565";"VVBphp";"12";"3";"0"
"613860";"osc128";"12";"0";"0"
"3065338";"Ekadashi";"12";"1";"0"
"12496921";"kabaka_barabaka";"12";"8";"0"
"5101037";"Andrey Ledok";"12";"3";"0"
"11413324";"leromylis";"12";"1";"0"
"1908012";"knjaz";"12";"11";"0"
"10680975";"Hailga";"12";"15";"0"
"2964880";"hoschiCZ";"12";"5";"0"
"2736327";"bwowan";"12";"0";"0"
"4515353";"quincylvania";"12";"3";"0"
"304857";"roleme";"12";"0";"0"
"10338158";"Maddieward";"12";"51";"0"
"5648480";"TeresaPeteti";"12";"2";"0"
"2365462";"АлексComp";"11";"1";"0"
"8796992";"KlepachSS";"11";"0";"0"
"9136889";"WERWOLFGRAD";"11";"0";"1"
"9552984";"konishch";"11";"2";"0"
"3829072";"Beeth0ven";"11";"1";"0"
"8984389";"Olihor";"11";"0";"0"
"11522968";"Dmitrii Kolesnikov";"11";"0";"0"
"10427171";"Mi_Tusia";"11";"197";"0"
"259313";"migdal-or";"11";"1";"0"
"4680598";"Serjini Topal";"11";"0";"0"
"11376381";"SpectrumCat";"11";"3";"0"
"4165861";"Артем Иванов Русланович";"11";"0";"0"
"2463666";"Роскрут Павло";"11";"271";"0"
"7605542";"Valery Bezhenar";"11";"4";"0"
"1823335";"ileana-t";"11";"2";"0"
"3790816";"rom4ik02";"11";"0";"0"
"11622222";"HappyMurloc";"11";"0";"0"
"8396561";"Медоед";"11";"0";"0"
"5313378";"Tatyana Skubareva";"11";"1";"1"
"6126964";"ruslan gorskyy";"11";"0";"0"
"2394868";"poronuyk";"11";"2";"0"
"11474462";"BikiniBottom";"11";"2";"0"
"12072282";"Ромоджо";"11";"0";"0"
"4106415";"Roman Romanchenko";"11";"0";"0"
"6071591";"dzenbo";"11";"0";"0"
"7070205";"-Valentino-";"11";"12";"0"
"3036592";"андрей1635";"11";"1";"0"
"1849215";"vo_vik";"11";"2";"0"
"345828";"Yurik13";"11";"2";"0"
"10159281";"Respect937";"11";"4";"0"
"1919822";"yaleksandrov";"11";"0";"0"
"1268626";"Drapik";"11";"2";"0"
"13470130";"Admin2021";"11";"0";"0"
"4421918";"Михаил дизель";"11";"0";"0"
"3393698";"Ruthenian";"11";"7";"0"
"8126207";"Sashtovich";"11";"2";"0"
"10469835";"SergKond";"11";"3";"0"
"136601";"maven149";"11";"2";"0"
"74135";"borism346";"11";"5";"0"
"514838";"Alkoza";"11";"3";"0"
"8602378";"detheroc322";"11";"3";"0"
"9441295";"ekevu123";"11";"0";"0"
"143523";"this1rob";"11";"7";"0"
"412390";"MrWebber";"11";"1";"0"
"10710602";"HUNTER3310";"11";"2";"0"
"13583424";"frdzhv";"11";"22";"3"
"483574";"DemonioCz";"11";"1";"0"
"4977319";"Denchik1523";"11";"4";"0"
"6406889";"Only Anton";"11";"0";"0"
"4567237";"Костянтин Коваленко";"11";"17";"0"
"10663424";"Myshkivskii";"11";"1";"0"
"2401839";"IgorFiv";"11";"4";"0"
"10913839";"Володимир Гузьо";"11";"1";"0"
"9163638";"MCurry1";"11";"2";"0"
"1273076";"YuriPet";"11";"0";"0"
"6775427";"Sofiyka";"11";"3";"0"
"6847879";"fshtrek";"11";"0";"0"
"12519905";"VBIB";"11";"2";"0"
"2947907";"Bohdan Pashkovskyi";"11";"3";"0"
"295329";"orij";"11";"0";"0"
"11696275";"Chapeye";"11";"0";"0"
"10474410";"Nuzr";"11";"3";"0"
"4785024";"Neena2309";"11";"5";"0"
"8508603";"OpenMap_Mukachevo";"11";"4";"0"
"700571";"Jalain";"11";"0";"0"
"203293";"mard91";"11";"0";"0"
"2023559";"Aljernon";"11";"0";"0"
"8307878";"VladislavT";"11";"8";"0"
"108449";"speedhajker";"11";"0";"0"
"395368";"flower898";"11";"0";"0"
"2237428";"websuslik";"11";"1";"0"
"4609432";"kylroma";"11";"4";"0"
"1373540";"kaen22";"11";"0";"0"
"2952602";"squbit";"11";"0";"0"
"701491";"liosha2007";"11";"0";"0"
"9034014";"Олег Волык";"11";"0";"0"
"6323971";"Vlad  Ponomarenko";"11";"0";"0"
"4406380";"-XC-";"11";"15";"0"
"4847950";"mil_alex";"11";"16";"4"
"4023460";"Pablo Anikin";"11";"0";"0"
"77904";"Kristjan ESPERANTO";"11";"2";"27"
"3057758";"Evgen Olegovich";"11";"0";"0"
"8853276";"smerk70";"11";"1";"0"
"6766165";"Jony Marchenko";"11";"28";"0"
"2158815";"Lesowi4ok";"11";"1";"0"
"3355534";"Christina Winter";"11";"0";"0"
"11835732";"Electric_Priest";"11";"13";"1"
"9137557";"Dog Diesel";"11";"11";"0"
"10377486";"HuracanYB";"11";"2";"0"
"2148292";"AndyChe";"11";"7";"0"
"3766638";"Kovtun Yurii";"11";"7";"0"
"3008544";"Yoru_no_kami";"11";"2";"0"
"3522661";"Сергей Мальцев";"11";"0";"0"
"1920076";"kravask";"11";"3";"0"
"19417";"xjr";"11";"0";"0"
"11097654";"dimdo";"11";"6";"0"
"3069799";"степашка535";"11";"0";"0"
"3219039";"Resefer";"11";"6";"1"
"4516765";"arct1c";"11";"1";"0"
"6353686";"Emmerell";"11";"0";"0"
"5704049";"Drivekerch";"11";"7";"0"
"1864359";"saloid";"11";"6";"0"
"628475";"bloodrainf1";"11";"1";"0"
"3482320";"angelovAlex";"11";"10";"0"
"12207812";"Slava Podmurnyi";"11";"2";"0"
"4900494";"latuha";"11";"2";"0"
"6375098";"Cthulhu Fthagn";"11";"1";"0"
"7304360";"ExactStyle";"11";"2";"0"
"12349048";"NataStas";"11";"3";"0"
"13558642";"karenstova";"11";"4";"0"
"2774629";"Ник Хорликов";"11";"13";"0"
"4004821";"Кирюшина Инна";"11";"1";"0"
"8493096";"Marwis00";"11";"10";"1"
"10981402";"2noek";"11";"9";"0"
"9427045";"V2017";"11";"2";"0"
"3498811";"offdivision";"11";"2";"0"
"8920273";"iDrew";"11";"3";"0"
"12985005";"Vova Kolisnyk";"11";"5";"0"
"6110502";"Иришка Ожередова";"11";"1";"0"
"3711540";"Євген Щербанюк";"11";"4";"0"
"642486";"Kárpátaljai Magyar Baptista Közösség";"11";"0";"0"
"6659038";"Альгис Лимба";"11";"0";"0"
"3355812";"Explorer22";"11";"1";"0"
"987260";"vladhome";"11";"0";"0"
"8595018";"Darkon";"11";"2";"0"
"176334";"Vorrutyer";"11";"2";"1"
"169883";"7evenL";"11";"0";"0"
"6738054";"It's me93";"11";"1";"0"
"8929771";"Opo4iMapu";"11";"3";"0"
"2362154";"Geomapper69";"11";"12";"0"
"635984";"Karindag";"11";"1";"0"
"4809341";"09NickNight";"11";"1";"0"
"5786777";"Belevern";"11";"2";"0"
"4708594";"piskl";"11";"3";"0"
"8350466";"nplath";"11";"59";"0"
"4253997";"Рома Світельський";"11";"1";"0"
"10029015";"T_ILLIA";"11";"1";"1"
"3839890";"kibersway";"11";"1";"0"
"3374221";"Ruslan Kuprieiev";"11";"1";"0"
"1246157";"Jedrzej Pelka";"11";"8";"0"
"914101";"advare";"11";"1";"0"
"634540";"andrei_simf";"11";"1";"0"
"4200386";"Андрій Брикля";"11";"1";"0"
"8795267";"tkrainyk";"11";"2";"0"
"5954914";"Алексей Артеменко";"11";"159";"2"
"1959728";"volodimir88";"11";"1";"0"
"597064";"kasatch";"11";"0";"0"
"4801858";"viktor hayokha";"11";"0";"0"
"3938494";"Replicatest";"11";"3";"0"
"248655";"ttruslan";"11";"0";"0"
"1758375";"Konstantin Puchkov";"11";"1";"0"
